37,0,5,19,28,25,35,11,33,14,60,17,26,0,33,18,33,34,28,0,42,14,0,16,0,5,5,28,20,4,3,24,16,29,28,130,73,20,11,77,53
41,0,11,15,23,25,38,26,29,12,54,14,16,0,24,15,16,34,39,0,30,12,0,16,0,10,9,17,18,3,3,19,13,24,17,111,77,17,9,80,61
48,0,12,18,27,52,64,19,63,16,101,23,29,0,39,16,36,59,57,0,56,16,0,25,0,8,6,33,23,3,2,26,14,36,27,209,125,24,10,128,100
34,0,5,13,26,13,38,8,16,28,36,11,13,0,25,12,28,20,28,0,30,9,0,12,0,11,6,20,26,5,4,18,12,26,22,75,50,22,7,59,40
56,0,3,23,18,57,54,20,69,13,95,35,42,0,36,17,16,58,41,0,58,16,0,35,0,4,3,29,13,3,1,24,13,24,24,240,134,18,13,127,90
24,0,10,23,23,18,28,7,16,15,25,10,11,0,16,20,14,16,16,0,31,3,0,10,0,2,4,19,11,4,9,18,15,21,20,59,41,9,13,45,44
24,0,6,14,14,17,16,8,23,6,37,11,21,0,18,10,11,23,12,0,20,9,0,10,0,1,2,14,8,2,2,12,12,13,13,87,46,9,11,44,32
38,0,12,36,30,18,48,10,26,20,48,16,16,0,20,24,20,26,22,0,56,0,0,14,0,2,6,30,12,6,12,28,20,30,30,96,64,12,18,66,66
46,0,18,21,23,44,58,23,66,14,93,21,29,0,29,13,21,55,56,0,45,8,0,22,0,8,9,23,17,3,3,23,15,28,21,186,117,19,11,118,102
28,0,5,17,28,28,15,8,32,33,72,8,19,0,21,16,16,54,23,0,23,6,0,10,0,12,4,14,26,6,3,24,12,22,24,111,61,17,14,67,43
59,0,9,32,31,64,82,26,49,19,80,37,22,0,45,20,32,39,52,0,71,20,0,25,0,10,4,44,18,8,8,28,19,43,31,219,131,16,20,132,81
18,0,5,20,31,23,10,7,23,31,37,4,22,0,18,16,14,40,22,0,17,4,0,8,0,10,5,12,25,6,6,24,15,20,24,57,42,16,16,49,41
34,0,12,22,30,9,26,15,36,14,53,20,19,0,26,14,17,31,33,0,27,5,0,13,0,5,8,17,16,4,7,26,15,22,22,101,65,15,15,64,52
49,0,4,14,27,27,42,19,35,13,68,14,17,0,31,16,33,35,38,0,48,18,0,21,0,10,6,27,22,5,2,23,11,30,24,150,84,20,9,88,56
85,0,14,50,50,48,70,20,37,62,67,27,38,0,54,37,53,39,44,0,61,20,0,30,0,23,18,55,39,15,11,48,26,55,42,179,121,42,29,115,86
67,0,10,22,17,84,83,28,99,15,136,41,45,0,42,15,19,83,70,0,72,18,0,44,0,7,4,34,16,2,0,26,11,31,23,319,186,22,12,178,137
31,0,13,17,23,11,22,11,17,14,22,7,12,0,18,16,15,16,22,0,18,3,0,7,0,6,8,12,14,4,6,16,14,18,17,51,40,12,9,46,40
22,0,3,25,32,29,17,11,42,29,67,12,36,0,23,15,17,54,27,0,30,7,0,14,0,9,5,18,25,6,4,29,18,23,29,113,67,19,19,70,56
94,0,16,53,54,42,70,20,32,57,70,24,40,0,57,37,52,40,42,0,59,23,0,28,0,20,18,55,36,16,12,51,28,51,45,180,124,42,32,113,85
25,0,8,19,16,17,29,7,19,18,27,12,10,0,14,15,15,18,15,0,34,0,0,10,0,5,4,19,12,3,6,14,12,23,15,67,41,9,10,46,40
30,0,6,5,13,37,29,20,27,10,69,15,7,0,21,15,11,38,28,0,24,17,0,17,0,8,2,15,15,1,0,11,6,20,10,136,74,12,6,76,45
24,0,6,14,14,17,16,8,23,6,37,11,21,0,18,10,11,23,12,0,20,9,0,10,0,1,2,14,8,2,2,12,12,13,13,87,46,9,11,44,32
34,0,8,21,23,32,44,22,28,13,57,17,15,0,22,19,15,34,33,0,43,12,0,19,0,6,5,24,15,3,6,21,14,27,20,119,78,14,13,79,65
35,0,13,11,13,56,49,17,64,12,108,22,20,0,26,13,16,59,45,0,39,13,0,23,0,6,2,21,14,1,0,15,8,24,14,211,114,14,8,114,86
28,0,5,19,28,16,11,7,21,29,42,3,23,0,19,11,14,43,19,0,18,4,0,6,0,10,5,12,23,6,4,23,14,18,22,66,45,16,16,48,36
53,0,4,29,39,69,64,26,56,35,92,31,33,0,47,16,32,63,58,0,57,21,0,23,0,18,5,37,32,10,5,34,19,42,35,217,132,23,23,136,78
107,0,15,58,68,50,89,23,42,65,93,30,45,0,72,45,74,51,58,0,81,28,0,34,0,24,21,69,48,18,13,63,32,67,60,223,151,53,32,146,106
87,0,15,59,64,47,73,24,53,59,96,38,46,0,64,40,54,52,56,0,67,25,0,36,0,19,18,60,40,16,15,62,30,57,52,221,146,45,38,132,102
73,0,10,25,24,44,61,23,61,19,85,30,34,0,37,18,20,54,48,0,57,10,0,30,0,9,9,27,17,5,3,27,14,27,26,213,131,21,11,128,93
105,0,21,61,64,42,83,27,45,63,85,28,45,0,62,42,59,47,57,0,70,20,0,31,0,24,24,59,42,18,14,60,33,59,54,200,143,48,33,136,108
41,0,4,24,42,24,30,10,31,37,65,9,28,0,34,19,36,54,35,0,40,9,0,12,0,14,8,26,35,8,5,35,18,34,37,109,72,27,16,81,57
28,0,5,19,28,16,11,7,21,29,42,3,23,0,19,11,14,43,19,0,18,4,0,6,0,10,5,12,23,6,4,23,14,18,22,66,45,16,16,48,36
41,0,13,14,20,16,27,12,26,16,57,11,9,0,21,16,17,30,23,0,24,5,0,9,0,8,7,14,15,4,3,16,11,20,17,105,59,13,7,64,42
34,0,5,10,20,18,29,7,17,19,32,11,11,0,26,14,31,22,22,0,32,8,0,10,0,9,5,22,21,3,2,15,10,28,18,82,48,17,5,57,34
47,0,9,27,34,19,48,10,24,21,53,15,17,0,32,23,36,30,29,0,54,8,0,14,0,6,7,33,21,6,8,29,18,35,33,111,71,20,13,77,60
48,0,12,18,27,52,64,19,63,16,101,23,29,0,39,16,36,59,57,0,56,16,0,25,0,8,6,33,23,3,2,26,14,36,27,209,125,24,10,128,100
43,0,7,13,24,12,29,7,12,14,35,8,13,0,29,14,30,23,20,0,30,11,0,8,0,6,5,22,18,4,3,18,12,24,21,83,51,17,8,55,33
62,0,5,17,14,44,48,16,48,13,70,26,29,0,32,13,13,47,33,0,46,13,0,27,0,5,3,23,11,3,1,18,9,19,17,193,112,15,10,105,70
35,0,11,22,24,17,29,15,36,12,52,15,26,0,23,15,18,30,27,0,31,6,0,13,0,5,8,18,14,4,4,21,17,21,22,107,65,15,12,67,55
94,0,2,26,18,84,86,28,94,20,128,50,50,0,50,20,18,82,62,0,84,20,0,52,0,8,4,38,16,4,0,30,10,30,28,346,200,24,12,188,128
100,0,13,54,57,57,83,32,55,56,103,30,44,0,59,39,55,52,60,0,77,30,0,41,0,24,19,60,40,17,11,56,27,57,48,247,157,45,33,146,108
85,0,14,53,56,43,79,21,36,71,71,27,40,0,53,35,50,37,50,0,59,21,0,32,0,25,19,53,44,17,13,51,28,53,46,172,123,47,31,117,92
53,0,3,14,10,50,48,16,53,18,67,29,27,0,29,13,14,46,35,0,48,10,0,29,0,8,3,23,14,2,0,15,7,23,14,192,109,15,7,107,71
41,0,13,14,20,16,27,12,26,16,57,11,9,0,21,16,17,30,23,0,24,5,0,9,0,8,7,14,15,4,3,16,11,20,17,105,59,13,7,64,42
61,0,6,20,16,57,57,21,27,12,79,22,17,0,42,15,36,40,47,0,44,20,0,16,0,14,3,33,19,6,3,15,12,30,17,195,110,19,13,107,57
73,0,10,25,24,44,61,23,61,19,85,30,34,0,37,18,20,54,48,0,57,10,0,30,0,9,9,27,17,5,3,27,14,27,26,213,131,21,11,128,93
30,0,3,15,17,32,29,20,46,5,70,17,25,0,20,12,14,35,30,0,38,16,0,23,0,5,3,19,12,3,1,17,11,19,16,154,79,12,12,77,55
56,0,5,18,15,44,52,20,40,12,67,32,22,0,35,10,12,37,40,0,39,20,0,20,0,6,5,23,9,2,3,20,8,23,17,188,105,13,8,100,64
45,0,4,15,9,27,39,12,29,9,49,20,14,0,28,8,9,23,28,0,26,14,0,11,0,4,3,18,5,2,2,14,6,14,12,134,77,10,7,70,39
